,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,RAIN,wd,WSPM
66,78.0,178.0,81.0,90.0,2299.0,51.0,14.6,0.0,5.8904862254808625,4.4
67,150.0,268.0,60.0,81.0,2100.0,40.0,13.8,0.0,4.712388980384691,1.2
68,126.0,193.0,7.0,43.0,900.0,79.0,12.6,0.0,5.105088062083414,1.4
69,34.0,39.0,3.0,43.0,800.0,88.0,10.3,0.0,5.105088062083414,2.1
70,14.0,32.0,12.0,3.0,1100.0,63.0,9.4,0.0,5.105088062083414,1.4
71,20.0,43.0,24.0,52.0,1800.0,17.0,11.0,0.0,1.5707963267948966,0.5
72,28.0,59.0,23.0,18.0,1600.0,47.0,10.1,0.0,0.39269908169872414,3.5
73,23.0,53.0,15.0,43.0,900.0,70.0,9.5,0.0,0.7853981633974483,2.0
74,16.0,38.0,9.0,43.0,800.0,70.0,8.6,0.0,5.105088062083414,1.0
75,13.0,40.0,10.0,43.0,900.0,62.0,8.1,0.0,0.0,1.6
76,13.0,40.0,10.0,2.0,1000.0,52.0,7.2,0.0,3.9269908169872414,0.9
77,12.0,31.0,8.0,43.0,900.0,64.0,3.7,0.0,1.5707963267948966,0.2
78,8.0,20.0,5.0,43.0,900.0,78.0,3.2,0.0,1.5707963267948966,0.5
79,5.0,10.0,4.0,43.0,1000.0,62.0,7.0,0.0,0.0,0.8
80,7.0,21.0,17.0,46.0,1500.0,24.0,8.7,0.0,2.3561944901923453,1.5
81,15.0,49.0,24.0,39.0,1600.0,31.0,10.1,0.0,1.9634954084936207,3.2
82,19.0,50.0,21.0,32.0,1399.0,47.0,11.1,0.0,2.748893571891069,1.8
83,19.0,35.0,15.0,2.0,1100.0,67.0,12.7,0.0,1.9634954084936207,1.8
84,18.0,31.0,12.0,43.0,1000.0,72.0,14.3,0.0,5.105088062083414,0.9
85,18.0,32.0,9.0,43.0,900.0,84.0,14.8,0.0,3.1415926535897927,2.8
86,19.0,22.0,11.0,43.0,900.0,81.0,14.8,0.0,3.5342917352885173,1.7
87,22.0,27.0,12.0,43.0,1000.0,103.0,15.0,0.0,3.5342917352885173,2.3
88,26.0,36.0,10.0,43.0,900.0,105.0,14.7,0.0,4.712388980384691,1.3
89,28.0,34.0,10.0,43.0,1000.0,107.0,12.7,0.0,4.712388980384691,1.8
90,32.0,55.0,12.0,3.0,1000.0,94.0,11.2,0.0,4.319689898685965,0.9
91,38.0,82.0,17.0,16.0,1100.0,76.0,9.7,0.0,4.712388980384691,1.7
92,45.0,96.0,34.0,36.0,1399.0,52.0,8.4,0.0,2.748893571891069,1.0
93,57.0,108.0,39.0,42.0,1399.0,44.0,7.8,0.0,4.712388980384691,1.6
94,72.0,106.0,51.0,74.0,1899.0,15.0,5.8,0.0,5.105088062083414,0.9
95,83.0,156.0,70.0,82.0,2000.0,107.0,5.9,0.0,5.105088062083414,1.3
96,99.0,156.0,83.0,85.0,2100.0,107.0,5.7,0.0,4.712388980384691,0.9
97,111.0,159.0,63.0,62.0,2100.0,107.0,3.0,0.0,0.7853981633974483,0.5
98,122.0,162.0,7.0,54.0,1899.0,107.0,1.3,0.0,1.1780972450961724,0.2
99,122.0,157.0,53.0,70.0,900.0,107.0,0.6,0.0,5.105088062083414,0.1
100,111.0,147.0,48.0,43.0,2000.0,107.0,0.5,0.0,4.712388980384691,0.5
101,95.0,158.0,50.0,59.0,3299.0,107.0,-0.2,0.0,5.497787143782138,0.4
102,86.0,108.0,52.0,77.0,2899.0,107.0,0.1,0.0,5.105088062083414,0.2
103,88.0,124.0,63.0,80.0,3299.0,107.0,1.6,0.0,5.8904862254808625,0.2
104,93.0,134.0,69.0,77.0,4099.0,107.0,5.4,0.0,2.3561944901923453,2.3
105,98.0,137.0,78.0,87.0,3200.0,107.0,7.7,0.0,1.9634954084936207,1.7
106,109.0,151.0,78.0,84.0,2899.0,107.0,9.0,0.0,2.3561944901923453,2.9
107,114.0,141.0,70.0,43.0,1500.0,107.0,10.1,0.0,2.3561944901923453,2.0
108,115.0,144.0,65.0,43.0,100.0,2.0,12.4,0.0,2.3561944901923453,1.6
109,120.0,139.0,66.0,43.0,100.0,107.0,13.3,0.0,5.8904862254808625,0.9
110,125.0,130.0,68.0,43.0,100.0,107.0,14.3,0.0,2.3561944901923453,1.6
111,133.0,137.0,66.0,43.0,900.0,107.0,14.4,0.0,1.5707963267948966,0.6
112,146.0,155.0,72.0,43.0,100.0,107.0,13.6,0.0,1.5707963267948966,0.7
113,162.0,190.0,78.0,43.0,100.0,94.0,12.4,0.0,0.7853981633974483,1.1
114,174.0,212.0,86.0,43.0,100.0,76.0,10.0,0.0,0.7853981633974483,0.0
115,186.0,226.0,89.0,43.0,100.0,52.0,7.6,0.0,2.3561944901923453,0.0
116,203.0,250.0,98.0,43.0,100.0,44.0,6.2,0.0,4.712388980384691,0.7
117,217.0,264.0,113.0,43.0,100.0,15.0,5.1,0.0,5.105088062083414,0.8
118,224.0,271.0,112.0,43.0,100.0,15.0,4.3,0.0,5.105088062083414,0.1
119,228.0,289.0,108.0,43.0,100.0,15.0,3.6,0.0,0.0,0.2
120,216.0,241.0,90.0,43.0,100.0,15.0,3.3,0.0,0.0,0.0
121,200.0,214.0,84.0,43.0,100.0,15.0,2.5,0.0,0.0,0.2
122,192.0,207.0,78.0,43.0,100.0,15.0,2.3,0.0,5.8904862254808625,0.2
123,185.0,186.0,69.0,43.0,100.0,15.0,2.0,0.0,4.712388980384691,0.5
124,148.0,177.0,70.0,43.0,100.0,15.0,2.0,0.0,5.105088062083414,0.0
125,144.0,173.0,71.0,43.0,100.0,15.0,2.4,0.0,1.9634954084936207,0.8
126,174.0,175.0,81.0,43.0,100.0,15.0,3.1,0.0,2.3561944901923453,0.6
127,178.0,180.0,80.0,43.0,100.0,15.0,4.8,0.0,1.1780972450961724,1.6
128,193.0,217.0,90.0,43.0,100.0,15.0,6.0,0.0,5.8904862254808625,0.6
129,209.0,251.0,118.0,43.0,100.0,15.0,7.4,0.0,0.7853981633974483,0.0
130,209.0,240.0,116.0,150.0,3799.0,11.0,9.6,0.0,1.1780972450961724,1.3
131,212.0,242.0,109.0,153.0,4400.0,9.0,10.2,0.0,2.3561944901923453,1.0
132,218.0,277.0,110.0,170.0,4400.0,9.0,11.0,0.0,3.1415926535897927,0.8
133,234.0,283.0,126.0,180.0,4400.0,9.0,13.5,0.0,3.1415926535897927,0.7
134,245.0,285.0,124.0,172.0,3799.0,11.0,14.6,0.0,3.1415926535897927,1.3
135,238.0,284.0,148.0,166.0,3500.0,20.0,14.6,0.0,4.712388980384691,1.6
136,162.0,288.0,155.0,153.0,900.0,20.0,14.1,0.0,4.319689898685965,1.2
137,3.0,289.0,156.0,143.0,3299.0,25.0,12.3,0.0,4.712388980384691,0.7
138,3.0,290.0,162.0,157.0,3500.0,26.0,10.5,0.0,5.497787143782138,0.9
139,120.0,307.0,146.0,171.0,3600.0,26.0,7.7,0.0,5.497787143782138,0.9
140,248.0,320.0,158.0,170.0,3700.0,26.0,6.1,0.0,5.105088062083414,0.9
141,287.0,349.0,151.0,172.0,4099.0,26.0,5.3,0.0,5.497787143782138,0.9
142,292.0,347.0,121.0,164.0,4299.0,26.0,5.3,0.0,3.9269908169872414,0.7
143,272.0,329.0,125.0,166.0,4799.0,26.0,5.9,0.0,5.105088062083414,0.5
144,279.0,373.0,114.0,163.0,5200.0,26.0,4.9,0.0,4.712388980384691,1.0
145,284.0,391.0,101.0,160.0,5200.0,26.0,4.2,0.0,5.497787143782138,0.9
146,280.0,375.0,90.0,150.0,5099.0,26.0,4.0,0.0,3.1415926535897927,0.8
147,261.0,331.0,63.0,130.0,4700.0,26.0,2.6,0.0,4.712388980384691,0.6
148,201.0,248.0,53.0,113.0,4500.0,26.0,1.8,0.0,0.39269908169872414,0.6
149,149.0,165.0,46.0,104.0,4299.0,26.0,1.1,0.0,0.0,0.0
150,131.0,152.0,39.0,100.0,4299.0,26.0,1.3,0.0,1.9634954084936207,0.5
151,126.0,165.0,38.0,112.0,5099.0,26.0,4.2,0.0,4.319689898685965,0.7
152,154.0,187.0,75.0,171.0,7000.0,26.0,8.6,0.0,2.3561944901923453,0.7
153,223.0,304.0,168.0,208.0,6099.0,26.0,10.3,0.0,1.5707963267948966,0.7
154,274.0,345.0,140.0,240.0,6000.0,26.0,13.3,0.0,2.3561944901923453,1.4
155,301.0,362.0,123.0,43.0,6900.0,26.0,15.5,0.0,1.9634954084936207,2.1
156,328.0,399.0,94.0,43.0,6299.0,26.0,16.4,0.0,3.1415926535897927,2.1
157,315.0,357.0,85.0,219.0,4099.0,36.0,16.8,0.0,3.1415926535897927,2.6
158,251.0,298.0,53.0,67.0,1800.0,97.0,18.5,0.0,2.748893571891069,2.6
159,161.0,170.0,59.0,93.0,2100.0,99.0,18.4,0.0,3.9269908169872414,2.6
160,198.0,253.0,64.0,82.0,1899.0,107.0,17.7,0.0,3.9269908169872414,0.8
161,222.0,284.0,77.0,111.0,2299.0,107.0,14.9,0.0,4.712388980384691,0.4
162,243.0,322.0,84.0,160.0,2799.0,107.0,12.2,0.0,0.7853981633974483,0.5
163,272.0,364.0,91.0,213.0,3799.0,16.0,10.8,0.0,0.0,0.0
164,299.0,411.0,96.0,211.0,5700.0,107.0,10.1,0.0,0.0,0.2
165,318.0,427.0,87.0,211.0,5200.0,107.0,8.6,0.0,4.712388980384691,0.5
166,302.0,373.0,77.0,208.0,4900.0,107.0,7.6,0.0,4.712388980384691,0.0
167,278.0,350.0,79.0,187.0,5299.0,107.0,9.7,0.0,0.0,1.8
168,264.0,324.0,69.0,167.0,4400.0,107.0,6.9,0.0,0.39269908169872414,0.0
169,248.0,279.0,71.0,189.0,4500.0,107.0,5.7,0.0,0.0,0.1
170,254.0,303.0,68.0,177.0,4200.0,107.0,5.1,0.0,2.748893571891069,0.5
171,251.0,299.0,64.0,168.0,3899.0,107.0,5.1,0.0,4.712388980384691,0.8
172,247.0,282.0,68.0,175.0,4700.0,107.0,4.8,0.0,4.319689898685965,0.8
173,247.0,295.0,59.0,155.0,4200.0,107.0,4.2,0.0,5.105088062083414,0.7
174,240.0,274.0,65.0,166.0,4299.0,107.0,3.8,0.0,5.105088062083414,0.2
175,250.0,293.0,59.0,170.0,4900.0,107.0,6.8,0.0,0.39269908169872414,0.7
176,258.0,294.0,73.0,176.0,5900.0,107.0,12.5,0.0,0.39269908169872414,0.8
177,260.0,317.0,83.0,175.0,5000.0,107.0,16.7,0.0,3.5342917352885173,1.5
178,266.0,329.0,83.1096,179.2269,900.0,107.0,19.2,0.0,3.9269908169872414,1.7
179,233.0,262.0,77.0,145.0,2700.0,107.0,20.4,0.0,3.9269908169872414,2.1
180,273.0,386.0,85.0,239.0,3500.0,107.0,21.2,0.0,2.748893571891069,3.1
181,222.0,268.0,50.0,122.0,2000.0,107.0,22.4,0.0,3.1415926535897927,1.9
182,152.0,232.0,48.0,64.0,1300.0,107.0,18.1,0.0,2.3561944901923453,4.7
183,179.0,400.0,70.0,90.0,2200.0,107.0,14.9,0.0,1.9634954084936207,2.6
184,245.0,542.0,87.0,158.0,3000.0,106.0,12.7,0.0,1.9634954084936207,2.6
185,169.0,298.0,59.0,115.0,1899.0,106.0,10.3,0.0,2.3561944901923453,2.2
186,124.0,200.0,43.0,103.0,1300.0,106.0,9.0,0.0,3.1415926535897927,0.7
187,95.0,113.0,34.0,85.0,1000.0,106.0,8.1,0.0,3.1415926535897927,0.1
188,85.0,102.0,35.0,77.0,1000.0,106.0,7.6,0.0,1.1780972450961724,0.4
189,95.0,129.0,36.0,97.0,1100.0,106.0,6.8,0.0,1.5707963267948966,0.0
190,84.0,88.0,32.0,79.0,1100.0,106.0,6.5,0.0,0.7853981633974483,1.0
191,95.0,107.0,35.0,117.0,1300.0,106.0,5.9,0.0,1.1780972450961724,0.7
192,86.0,90.0,41.0,103.0,1700.0,106.0,4.7,0.0,1.5707963267948966,0.0
193,54.0,72.0,48.0,72.0,1800.0,106.0,4.3,0.0,4.712388980384691,1.5
194,92.0,101.0,7.0,84.0,1600.0,106.0,4.3,0.0,4.712388980384691,1.3
195,91.0,97.0,48.0,93.0,900.0,106.0,3.5,0.0,4.712388980384691,0.5
196,94.0,102.0,42.0,43.0,1300.0,106.0,2.8,0.0,0.0,0.1
197,98.0,101.0,47.0,97.0,2200.0,106.0,2.5,0.0,0.0,0.0
198,96.0,118.0,40.0,100.0,2200.0,106.0,2.8,0.0,5.497787143782138,0.5
199,101.0,123.0,43.0,91.0,2200.0,106.0,4.4,0.0,4.319689898685965,0.7
200,106.0,124.0,46.0,92.0,2000.0,106.0,10.0,0.0,1.5707963267948966,1.7
201,110.0,236.0,57.0,96.0,2000.0,106.0,17.9,0.0,4.712388980384691,5.1
202,86.0,947.0,19.0,15.0,400.0,106.0,15.4,0.0,4.712388980384691,6.9
203,57.0,983.0,3.0,9.0,300.0,106.0,14.2,0.0,4.712388980384691,4.5
204,87.0,82.0,3.0,8.0,300.0,106.0,12.0,0.0,5.8904862254808625,7.3
205,69.0,82.0,3.0,8.0,300.0,106.0,10.4,0.0,5.105088062083414,4.5
206,51.0,957.0,3.0,6.0,300.0,103.0,10.8,0.0,0.0,3.5
207,34.0,438.0,3.0,7.0,300.0,96.0,10.4,0.0,2.3561944901923453,2.1
208,20.0,238.0,3.0,8.0,400.0,96.0,10.8,0.0,0.0,3.5
209,12.0,154.0,3.0,8.0,400.0,96.0,9.5,0.0,0.0,2.3
210,12.0,111.0,3.0,12.0,400.0,96.0,7.7,0.0,5.8904862254808625,2.3
211,18.0,113.0,3.0,17.0,400.0,96.0,6.6,0.0,0.0,2.8
212,15.0,83.0,3.0,15.0,400.0,96.0,5.7,0.0,5.105088062083414,1.4
213,15.0,76.0,3.0,9.0,400.0,96.0,4.9,0.0,5.497787143782138,0.9
214,11.0,47.0,3.0,7.0,400.0,96.0,4.9,0.0,4.712388980384691,0.8
215,9.0,24.0,3.0,7.0,400.0,96.0,2.5,0.0,0.0,0.2
216,3.0,8.0,3.0,7.0,400.0,96.0,3.4,0.0,0.39269908169872414,1.0
217,8.0,9.0,3.0,6.0,400.0,96.0,5.4,0.0,5.8904862254808625,1.6
218,3.0,7.0,3.0,12.0,400.0,96.0,4.0,0.0,4.712388980384691,1.2
219,16.0,47.0,6.0,65.0,900.0,96.0,3.7,0.0,4.712388980384691,0.2
220,31.0,58.0,9.0,85.0,1000.0,96.0,0.9,0.0,1.9634954084936207,0.7
221,37.0,56.0,14.0,71.0,900.0,96.0,0.3,0.0,5.8904862254808625,0.7
222,29.0,64.0,26.0,81.0,1000.0,96.0,-0.9,0.0,0.7853981633974483,0.6
223,24.0,42.0,28.0,60.0,800.0,96.0,3.8,0.0,3.9269908169872414,2.0
224,26.0,64.0,24.0,64.0,900.0,96.0,6.1,0.0,3.9269908169872414,3.3
225,22.0,41.0,16.0,39.0,600.0,96.0,7.1,0.0,3.1415926535897927,2.9
226,21.0,55.0,13.0,25.0,700.0,96.0,8.8,0.0,3.9269908169872414,3.3
227,29.0,64.0,20.0,25.0,900.0,96.0,9.9,0.0,2.748893571891069,3.5
228,35.0,62.0,20.0,24.0,700.0,96.0,11.0,0.0,4.319689898685965,3.0
229,29.0,57.0,17.0,22.0,600.0,96.0,11.7,0.0,2.748893571891069,3.6
230,35.0,59.0,12.0,20.0,600.0,96.0,11.5,0.0,3.1415926535897927,2.9
231,42.0,70.0,11.0,20.0,600.0,103.0,10.8,0.0,3.5342917352885173,2.5
232,45.0,82.0,11.0,22.0,600.0,103.0,10.4,0.0,3.9269908169872414,3.1
233,42.0,81.0,12.0,23.0,600.0,103.0,9.3,0.0,3.1415926535897927,2.0
234,54.0,109.0,16.0,35.0,700.0,103.0,8.3,0.0,3.5342917352885173,2.1
235,68.0,132.0,24.0,52.0,900.0,103.0,7.6,0.0,3.9269908169872414,1.7
236,85.0,141.0,36.0,65.0,1000.0,103.0,6.1,0.0,4.319689898685965,1.1
237,98.0,164.0,52.0,105.0,1300.0,103.0,5.4,0.0,4.319689898685965,1.2
238,106.0,172.0,54.0,107.0,1300.0,103.0,5.1,0.0,4.319689898685965,2.2
239,110.0,169.0,51.0,90.0,1399.0,103.0,4.5,0.0,0.7853981633974483,1.1
240,125.0,184.0,51.0,79.0,1300.0,103.0,2.7,0.0,4.712388980384691,0.8
241,127.0,203.0,45.0,90.0,1500.0,103.0,1.5,0.0,4.712388980384691,1.0
242,128.0,213.0,43.0,98.0,1700.0,103.0,0.0,0.0,0.7853981633974483,0.6
243,114.0,160.0,38.0,93.0,1700.0,103.0,-0.7,0.0,0.7853981633974483,0.0
244,80.0,115.0,32.0,88.0,1899.0,103.0,-1.1,0.0,4.712388980384691,0.8
245,100.0,160.0,34.0,90.0,1899.0,103.0,-1.4,0.0,4.712388980384691,0.5
246,82.0,121.0,33.0,86.0,2500.0,103.0,-1.3,0.0,0.0,0.1
247,98.0,145.0,35.0,89.0,2299.0,103.0,0.7,0.0,1.9634954084936207,0.4
248,100.0,161.0,40.0,94.0,2799.0,103.0,3.2,0.0,1.9634954084936207,1.5
249,122.0,188.0,56.0,106.0,3000.0,103.0,5.0,0.0,2.3561944901923453,1.7
250,123.0,178.0,62.0,111.0,2399.0,103.0,6.4,0.0,1.1780972450961724,1.0
251,123.0,170.0,68.0,116.0,2299.0,103.0,8.0,0.0,0.7853981633974483,1.3
252,134.0,182.0,75.0,127.0,2299.0,103.0,9.5,0.0,1.9634954084936207,0.8
253,136.0,165.0,84.0,118.0,2000.0,103.0,10.4,0.0,3.1415926535897927,2.6
254,124.0,159.0,98.0,74.0,1300.0,103.0,10.8,0.0,3.9269908169872414,1.0
255,124.0,166.0,124.0,76.0,1700.0,103.0,10.7,0.0,3.1415926535897927,1.5
256,141.0,184.0,137.0,92.0,1800.0,103.0,10.3,0.0,4.319689898685965,1.5
257,148.0,208.0,163.0,103.0,2100.0,96.0,9.6,0.0,3.5342917352885173,1.3
258,170.0,245.0,192.0,118.0,2600.0,80.0,9.7,0.0,3.1415926535897927,1.9
259,192.0,271.0,192.0,135.0,2799.0,58.0,9.6,0.0,2.748893571891069,1.2
260,197.0,277.0,188.0,140.0,2700.0,53.0,9.5,0.0,2.748893571891069,1.6
261,201.0,276.0,184.0,144.0,2799.0,53.0,9.1,0.0,3.1415926535897927,0.0
262,204.0,293.0,179.0,144.0,2799.0,53.0,8.7,0.0,3.5342917352885173,0.0
263,219.0,307.0,151.0,137.0,2700.0,53.0,7.9,0.0,3.1415926535897927,0.5
264,167.0,243.0,64.0,113.0,2000.0,53.0,6.5,0.0,4.712388980384691,1.0
265,112.0,179.0,38.0,102.0,1399.0,53.0,5.9,0.0,1.5707963267948966,0.4
266,113.0,160.0,43.0,102.0,1500.0,53.0,6.7,0.0,1.9634954084936207,0.0
267,118.0,169.0,61.0,104.0,1700.0,53.0,6.1,0.1,1.9634954084936207,1.0
268,128.0,198.0,56.0,103.0,2200.0,53.0,4.3,0.7,1.9634954084936207,0.7
269,141.0,231.0,25.0,105.0,2399.0,53.0,4.6,0.1,5.8904862254808625,1.1
270,148.0,164.0,22.0,106.0,2500.0,53.0,4.1,1.3,5.497787143782138,0.7
271,146.0,164.0,21.0,104.0,2600.0,53.0,3.5,0.8,5.105088062083414,0.2
272,128.0,164.0,19.0,102.0,2000.0,53.0,3.2,0.3,1.1780972450961724,1.3
273,124.0,95.0,16.0,98.0,2000.0,53.0,3.3,0.0,0.39269908169872414,0.7
274,132.0,96.0,14.0,98.0,2200.0,53.0,3.5,0.0,1.1780972450961724,1.3
275,134.0,94.0,15.0,101.0,2000.0,53.0,4.2,0.0,0.39269908169872414,1.3
276,136.0,103.0,17.0,101.0,2100.0,53.0,4.7,0.0,1.1780972450961724,1.3
277,156.0,116.0,21.0,103.0,2200.0,53.0,5.5,0.0,0.7853981633974483,1.1
278,152.0,108.0,20.0,96.0,2000.0,53.0,6.1,0.0,1.9634954084936207,2.1
279,140.0,92.0,25.0,85.0,1600.0,43.0,6.6,0.0,1.1780972450961724,1.9
280,150.0,115.0,24.0,91.0,1899.0,32.0,7.6,0.0,3.5342917352885173,0.5
281,152.0,103.0,27.0,96.0,1800.0,22.0,6.9,0.0,1.9634954084936207,1.1
282,125.0,132.0,25.0,100.0,1899.0,10.0,6.1,0.0,5.8904862254808625,0.9
283,131.0,151.0,20.0,114.0,2399.0,10.0,5.1,0.0,4.319689898685965,0.9
284,139.0,159.0,22.0,118.0,2600.0,10.0,4.5,0.0,0.39269908169872414,0.8
285,145.0,110.0,22.0,102.0,1800.0,10.0,4.3,0.0,0.7853981633974483,0.6
286,128.0,103.0,21.0,96.0,1899.0,10.0,5.5,0.0,0.0,1.3
287,145.0,109.0,19.0,102.0,2600.0,10.0,5.6,0.0,1.1780972450961724,1.4
288,88.0,88.0,17.0,85.0,1800.0,11.0,4.7,0.0,0.7853981633974483,1.8
289,44.0,44.0,13.0,60.0,1000.0,26.0,3.9,0.0,1.1780972450961724,1.9
290,14.0,14.0,13.0,20.0,500.0,35.0,3.0,0.0,1.1780972450961724,1.2
291,12.0,12.0,10.0,19.0,900.0,35.0,1.3,0.0,2.748893571891069,0.8
292,12.0,82.0,11.0,19.0,300.0,47.0,-0.1,0.0,2.748893571891069,0.0
293,12.0,82.0,11.0,33.0,600.0,47.0,-0.8,0.0,0.0,0.0
294,14.0,82.0,9.0,49.0,800.0,47.0,1.7,0.0,4.319689898685965,0.5
